input,target,prediction,pred_length,valid,tanimoto
NC(=N)c1ncncn1,NC(=N)C1=NC=NC=N1,NC1=NC(=N)N=CN1C2,17,False,
CC(=O)C1=CN[C@@H](O1)[NH],CC(=O)C1=CNC(=N)O1,CC1=C(O)NC(=N)O1,16,True,0.2727272727272727
CC(=O)C1=CO[C@@H](O1)[NH],CC(=O)C1=COC(=N)O1,[NH3+]C1CC1(O)C([O-])=O,23,True,0.08108108108108109
NC(=[NH2])C1CNC(=O)N1,NC(=[NH2+])C1=CNC(=O)[N-]1,NC1=NC(C=N)N=C2O1,17,False,
[NH][C]N=C(C(=[NH2])N)C=O,NC(=[NH2+])C1=COC(=N)[N-]1,NC1=C(N=N)N=C2C(O)=C1,21,False,
O=C[C](C(=[NH2])N)N=C=O,NC(=[NH2+])C1=COC(=O)[N-]1,NC(=[NH2+])C1=C([O-])C=O1,25,False,
[NH][C@@H]1NC=C(O1)C(=O)N,NC(=O)C1=CNC(=N)O1,NC1=C(N)OC(=N)N1,16,True,0.25
[NH][C@H]1OC=C(O1)C(=O)N,NC(=O)C1=COC(=N)O1,NC1=C(O)C(=N)O1,15,True,0.1875
Cc1nc(co1)C(=N)N,CC1=NC(=CO1)C(N)=N,NC1=C(C(=N)C(N)=CN1)C(N)C=N,27,True,0.08695652173913043
Nc1occ(n1)C(=N)N,NC(=N)C1=COC(N)=N1,NC1=NC(N)=C(N)C(=N)O1,21,True,0.24242424242424243
NC(=[NH2])[C](C=O)[CH][C][O],NC(=[NH2+])C1=COC([O-])=C1,NC1=C2C(C3)OC2=N2,17,False,
NC(=N)c1c[nH]cc1O,NC(=[NH2+])C1=CNC=C1[O-],N=C1NC=C(N1)C=CO2,17,False,
NC(=N)c1cocc1O,NC(=[NH2+])C1=COC=C1[O-],NC1=C(NC=N1)C(O)=CO1,20,False,
NC(=N)n1cncc1O,NC(=[NH2+])N1C=NC=C1[O-],NC1=NC(=N)C(N)=CN1)C=N,22,False,
CC(=O)N1C=CN[C@@H]1[NH],CC(=O)N1C=CNC1=N,CN1C=C(N)N=CC1=O,16,True,0.15384615384615385
CC(=O)N1C=CO[C@H]1[NH],CC(=O)N1C=COC1=N,N=C1N=C(C=O)C=C1CO,18,True,0.14285714285714285
NC(=N)n1cc[nH]c1=O,NC(=N)N1C=CNC1=O,N=C1N=C(N=NC=C2)N1,18,False,
NC(=N)n1ccoc1=O,NC(=N)N1C=COC1=O,NC1=NC(=N)C(O)=C1,17,True,0.13513513513513514
[NH][C@@H]1NC=CN1C(=O)N,NC(=O)N1C=CNC1=N,N=C1NC=NC(C=O)=N1,17,True,0.1794871794871795
NC(=O)N1C=CO[C@@H]1[NH],NC(=O)N1C=COC1=N,N=C1NC(=O)N=CC1CO,17,True,0.13953488372093023
NC(=N)Oc1ncco1,NC(=N)OC1=NC=CO1,NC1=NC(=N)C(O1)=N,17,True,0.1388888888888889
CC=C1OC=CC1=O.N,CC([NH3+])C1=C([O-])C=CO1,[O-]C(=O)C1CCC=[NH2+]C1,23,False,
CC=C1C=COC1=O.N,CC([NH3+])C1=C([O-])OC=C1,[O-]C(=O)C1CCC=[NH2+]C1,23,False,
CC=C1N=COC1=O.N,CC([NH3+])C1=C([O-])OC=N1,NC1=C(C[NH3+])C([O-])=C1[O,26,False,
CC=C1[CH]C(=O)[CH]O1.N,CC([NH3+])C1=CC([O-])=CO1,CC1=C(CO)C(=C)O1,16,True,0.08108108108108109
C[CH]C1=C[CH]C(=O)O1.N,CC([NH3+])C1=CC=C([O-])O1,CC1=C(CO)C(=C)O1,16,True,0.08571428571428572
CC=C1OC(=O)N=C1.N,CC([NH3+])C1=CN=C([O-])O1,NC1=C(C[NH3+])C([O-])=C1[O,26,False,
CC(C1=CN[C@H](O1)[NH])C,CC(C)C1=CNC(=N)O1,CC1CC(C)C1=NC(=N)O1,19,False,
CC(C1=CO[C@@H](N1)[NH])C,CC(C)C1=COC(=N)N1,CC1CC(C)C1=NC(=N)O1,19,False,
CC(C1=CO[C@@H](O1)[NH])C,CC(C)C1=COC(=N)O1,CC1CC([NH3+])C1C([O-])=O,24,True,0.02564102564102564
C[C@H](C1=CN[C@@H](O1)[NH])O,CC(O)C1=CNC(=N)O1,CC1C([NH3+])C1C([O-])=O,23,True,0.08333333333333333
C[C@H](C1=CO[C@H](N1)[NH])O,CC(O)C1=COC(=N)N1,CC1C([NH3+])C1C([O-])=O,23,True,0.05405405405405406
C[C@H](C1=CO[C@@H](O1)[NH])O,CC(O)C1=COC(=N)O1,CC1[NH2+]C(C1C)C([O-])=O,24,True,0.05263157894736842
[NH][C@@H]1NC=C(O1)N(C)C,CN(C)C1=CNC(=N)O1,CC1C(N)C(=N)N1C,15,True,0.11428571428571428
[NH][C@H]1OC=C(O1)N(C)C,CN(C)C1=COC(=N)O1,CC1C(N1C(=N)OC([NH3+])=C1,25,False,
C[C@H](C1=COC(=O)C1)N,CC([NH3+])C1=COC([O-])=C1,CC1(CC1C([NH3+])C([O-])=O)C([O,30,False,
C[C@H](c1coc(=O)[nH]1)N,CC([NH3+])C1=COC([O-])=N1,NC1=C(C(=N)OC(O)=C1,19,False,
C[C@H](c1cocc1O)N,CC([NH3+])C1=COC=C1[O-],CC1=C(O)C(=C)O1,15,True,0.08823529411764706
CC(N1C=CO[C@H]1[NH])C,CC(C)N1C=COC1=N,CC1CCC1=C(=N)NC(=C)O1,21,False,
NC1=C(C)NCN=C1[NH],CC1=C(N)C(=N)N=CN1,NC1=CNC=C(N)C=CN1,17,True,0.17142857142857143
O=C1[C](C)OC=C[C]1N,CC1=C([O-])C(=[NH2+])C=CO1,C1C2C3OC13C24(CC23)OC13,23,False,
CC1=C(O)C(=NCN1)[NH],CC1=C(O)C(=N)N=CN1,NC1=C(C=N)NC(C)=C1O,19,True,0.2571428571428571
O[C@@H]1OC=CC(=C1C)[NH],CC1=C(O)OC=CC1=N,CC1C2C1[NH2+]C([O-])=O,22,False,
O[C@H]1OC=NC(=C1C)[NH],CC1=C(O)OC=NC1=N,N=C1N=C(C=O)C=C1CO,18,True,0.15
OC1=C(N)NCC=C1[NH],NC1=C(O)C(=N)C=CN1,N=C1N=C(C=N1)C=CO,17,True,0.13157894736842105
OC1=C(N)NCN=C1[NH],NC1=C(O)C(=N)N=CN1,NC1=NC(=N)N=C(O)C1,18,True,0.24242424242424243
NC1=C(O)OCC=C1[NH],NC1=C(O)OC=CC1=N,N=C1N=C(C=O)C=C1CO,18,True,0.12195121951219512
NC1=C([NH])OC=C[C@H]1C,CC1=C(N)C(=N)OC=C1,CC1=C(C=N)N=CC1C=O,18,True,0.12195121951219512
C[C@@H]1N=COC(=C1N)[NH],CC1=C(N)C(=N)OC=N1,CN1C=C(N)N=CC1=O,16,True,0.1891891891891892
[NH]C1=C(O)[C@H](N=CN1)C,CC1=C(O)C(=N)NC=N1,CC1=C(N)N=C(=C)O1,17,False,
[NH]C1=C(O)[C@@H](C=CO1)C,CC1=C(O)C(=N)OC=C1,CC1C2C([NH3+])C1C([O-])=O,25,False,
[NH]C1=C(O)[C@@H](N=CO1)C,CC1=C(O)C(=N)OC=N1,CC1=C(O)NC(=N)O1,16,True,0.24242424242424243
[NH]C1=C(C)[C@@H](N=CN1)O,CC1=C(O)N=CNC1=N,CC1=C(N)N=C(=C)O1,17,False,
[NH]C1=C(C)[C@H](N=CO1)O,CC1=C(O)N=COC1=N,NC1=C(C(=N)OC(=C)O1,19,False,
[NH]C1=CC=C([C@H](O1)C)C,CC1=C(C)C=CC(=N)O1,CC1C2C3C1CC1=C(O)C(=N)C2,24,False,
[NH]C1=CC=C([C@H](O1)C)N,CC1=C(N)C=CC(=N)O1,CC1=C(C)C(=N)NC=C(=C)O1,23,False,
[NH]C1=CC=C([C@H](O1)C)O,CC1=C(O)C=CC(=N)O1,CC1C2C([NH3+])C1C([O-])=O,25,False,
[NH]C1=CN=C([C@@H](N1)C)O,CC1=C(O)N=CC(=N)N1,CC1=C(N)N=C(=C)O1,17,False,
O=C=NC=C(C(=O)N)N,NC1=C(N)C=NC(=O)O1,NC(=N)NC(=O)C(=O)C=O,20,True,0.08108108108108109
[NH]C1=CN=C([C@H](N1)N)O,NC1=C(O)N=CC(=N)N1,NC1=C(N)N=C(=N)N1,17,False,
[NH]C1=CN=C([C@@H](N1)O)O,OC1=C(O)N=CC(=N)N1,NC1=C(N)OC(=N)N1,16,True,0.15625
C#CC1=C(C)O[C@H](N1)[NH],CC1=C(NC(=N)O1)C#C,N=C1C(C#C)C(=N)O1,17,True,0.22580645161290322
C#CC1=C(C)N[C@@H](O1)[NH],CC1=C(OC(=N)N1)C#C,NC1(C#C)C(=N)O1C,16,False,
N#CC1=C(C)N[C@H](O1)[NH],CC1=C(OC(=N)N1)C#N,N=C1NC(=N1)C(C#C)C#N,20,True,0.1794871794871795
C#CC1=C(C)O[C@H](O1)[NH],CC1=C(OC(=N)O1)C#C,NC1(C#C)C([NH3+])C1C#C,22,True,0.08333333333333333
N#CC1=C(C)O[C@@H](O1)[NH],CC1=C(OC(=N)O1)C#N,NC1(C#N)C(=O)C1)C#N,19,False,
C#CC1=C(N)O[C@H](N1)[NH],NC1=C(NC(=N)O1)C#C,N=C1NC(=N1)C(C#C)C#N,20,True,0.1794871794871795
C#CC1=C(N)N[C@H](O1)[NH],NC1=C(OC(=N)N1)C#C,N=C1NC(=N1)C(C#C)C#N,20,True,0.1794871794871795
N#CC1=C(N)N[C@H](O1)[NH],NC1=C(OC(=N)N1)C#N,NC1=NC(=N)NC(O1)C#N,19,True,0.2631578947368421
C#CC1=C(N)O[C@H](O1)[NH],NC1=C(OC(=N)O1)C#C,N=C1OC(=N1)C#C,14,True,0.27586206896551724
N#CC1=C(N)O[C@H](O1)[NH],NC1=C(OC(=N)O1)C#N,N=C1N(C=O1)C(O)C#N,18,False,
O=CC1=C(C)N[C@H](O1)[NH],CC1=C(OC(=N)N1)C=O,NC1=C(C(=N)OC(=C)O1,19,False,
O=CC1=C(C)O[C@@H](O1)[NH],CC1=C(OC(=N)O1)C=O,[NH3+]C1CC1(O)C([O-])=O,23,True,0.02702702702702703
O=CC1=C(N)N[C@H](O1)[NH],NC1=C(OC(=N)N1)C=O,NC1=C(O)N=C(=N)O1,17,False,
O=CC1=C(N)O[C@@H](O1)[NH],NC1=C(OC(=N)O1)C=O,NC1=C(O)C(=N)O1,15,True,0.2
CC1=C[C](C(=O)[CH]O1)N,CC1=CC(=[NH2+])C([O-])=CO1,CC1=C(O)C=CC(=N)O1,18,True,0.1388888888888889
CC1=CO[C@@H](N=C1[NH])N,CC1=COC(N)=NC1=N,CN1C=C(N)N=CC1=O,16,True,0.15789473684210525
O[C@H]1OC=C(C(=C1)[NH])C,CC1=COC(O)=CC1=N,CC1C2C([NH3+])C1C([O-])=O,25,False,
OC1=NC(=C(CO1)C)[NH],CC1=COC(O)=NC1=N,NC1=C(C=N)OC(=C)O1,18,True,0.07894736842105263
C[C@@H]1OC=C(C(=N1)[NH])N,CC1=NC(=N)C(N)=CO1,CC1=C(N)N=C(=C)O1,17,False,
C[C@H]1NC=C(C(=N1)[NH])O,CC1=NC(=N)C(O)=CN1,CC1=C(N)N=C(=C)O1,17,False,
NC1=C[C](C(=O)[CH]O1)N,NC1=CC(=[NH2+])C([O-])=CO1,NC1=C(C=[NH2+])C([O-])=CO1,26,True,0.43333333333333335
[NH]C1=N[C@H](O)NC=C1N,NC1=CNC(O)=NC1=N,N=C1N=C(N1)C=NC(O)=C1,21,False,
N[C@H]1OC=C(C(=N1)[NH])N,NC1=NC(=N)C(N)=CO1,NC1=C(N)N=C(=N)N1,17,False,
[NH][C]1N[C](N)N[CH]C1=O,NC1=[NH+]C(=N)C([O-])=CN1,N=C1NC2=C(N1)N=C2,17,True,0.1388888888888889
O[C@@H]1NC=C(C(=N1)[NH])O,OC1=NC(=N)C(O)=CN1,NC1=C(N)OC(=N)N1,16,True,0.125
OC1=CC(=N[C@H](N1)C)[NH],CC1=NC(=N)C=C(O)N1,CC1=C(N)N=C(=C)O1,17,False,
C[C@@H]1NC(=NC(=N1)[NH])C,CC1=NC(=N)N=C(C)N1,CC1=NC(=N)NC(C)=N1,18,True,0.5
[NH][C@@H]1N=C(C)OC(=N1)C,CC1=NC(=N)N=C(C)O1,CC1=C(N)N=C(=C)O1,17,False,
N[C@H]1NC(=NC(=N1)C)[NH],CC1=NC(=N)[NH+]=C(N)[N-]1,NC1=NC(=N)N=C(C)N1,18,True,0.2727272727272727
CC1=NC(=N[C@H](O1)N)[NH],CC1=NC(=N)N=C(N)O1,NC1=C(N)N=C(=N)N1,17,False,
C[C@H]1NC(=NC(=N1)[NH])O,CC1=NC(=N)N=C(O)N1,NC1=C(N)N=C(=N)N1,17,False,
CC1=NC(=N[C@@H](O1)O)[NH],CC1=NC(=N)N=C(O)O1,NC1=C(N)OC(=N)N1,16,True,0.15625
N[C]1NC(=CC(=O)N1)[NH],NC1=[NH+]C(=N)C=C([O-])N1,NC1=C(N)N=C(C)O1,16,True,0.08333333333333333
NC1=N[C@H](N=C(O1)N)[NH],NC1=NC(=N)N=C(N)O1,NC1=NC(=N)N=C(O)N1,18,True,0.34615384615384615
N[C@@H]1NC(=NC(=N1)O)[NH],NC1=[NH+]C(=N)N=C(O)[N-]1,NC1=NC(=N)N=C(O)N1,18,True,0.2727272727272727
[NH][C@@H]1N=C(N)OC(=N1)O,NC1=NC(=N)N=C(O)O1,NC1=NC(=N)N=C(O)O1,18,True,1.0
O[C@H]1NC(=NC(=N1)[NH])O,OC1=NC(=N)N=C(O)N1,NC1=NC(=N)N=C(O)O1,18,True,0.34615384615384615
[NH][C@@H]1N=C(O)OC(=N1)O,OC1=NC(=N)N=C(O)O1,NC1=NC(=N)OC(=O)O1,18,True,0.25
[NH][C@@H]1NC(=C[C@H](O1)C)[NH],CC1=CC(=N)NC(=N)O1,CC1C(N)C(=N)N1C,15,True,0.11764705882352941
[NH][C@@H]1O[C@H](N)C=C(N1)[NH],NC1=CC(=N)NC(=N)O1,CC1=NC(=N)NC(=N)O1,18,True,0.2903225806451613
C[C@H]1N=C([NH])NC(=N1)O,CC1=NC(=N)NC(O)=N1,NC1=C(N)N=C(=N)N1,17,False,
C[C@@H]1N=C([NH])OC(=N1)N,CC1=NC(=N)OC(N)=N1,NC1=C(N)N=C(=N)N1,17,False,
C[C@H]1N=C([NH])OC(=N1)O,CC1=NC(=N)OC(O)=N1,NC1=C(O)N=C(=N)O1,17,False,
C[C@@H]1NC(=NC(=N1)C)[NH],CC1=NC(C)=NC(=N)N1,CC1=NC(=N)NC(C)=N1,18,True,1.0
[NH]C1=C[C@H](N=C(N1)C)O,CC1=NC(O)=CC(=N)N1,CC1=C(N)N=C(=C)O1,17,False,
[NH]C1=C[C@H](N=C(O1)C)O,CC1=NC(O)=CC(=N)O1,NC1=C(C(=N)OC(=C)O1,19,False,
C[C@@H]1NC(=NC(=N1)O)[NH],CC1=NC(O)=NC(=N)N1,NC1=C(N)N=C(=N)N1,17,False,
N[C@H]1NC(=NC(=N1)O)[NH],NC1=NC(O)=NC(=N)N1,NC1=NC(=N)N=C(O)N1,18,True,0.48148148148148145
[NH][C][N]C(=NC(=O)O)O,OC1=NC(O)=NC(=N)O1,NC1=C(O)N=NOC1=O,16,True,0.14705882352941177
O=C=[N]=C([N]C(=O)O)O,OC1=NC(O)=NC(=O)O1,NC1=C(O)OC(=N)O1,16,True,0.16666666666666666
CC1=CN([C@H](N1)[NH])C=O,CC1=CN(C=O)C(=N)N1,CC1=C(N)N=C(=C)O1,17,False,
CC1=CN([C@@H](O1)[NH])C=O,CC1=CN(C=O)C(=N)O1,CC1=C(O)NC(=N)O1,16,True,0.2
[NH][C@H]1NC(=CN1C=O)N,NC1=CN(C=O)C(=N)N1,N=C1N=C(N1)C=NC(O)=C1,21,False,
[NH][C@H]1OC(=CN1C=O)N,NC1=CN(C=O)C(=N)O1,N=C1N=C(O)N=C1CO,16,True,0.07692307692307693
[NH][C@@H]1NC(=CN1C=O)O,OC1=CN(C=O)C(=N)N1,N=C1N=C(O)N=CC1CO,17,True,0.15
[NH][C@@H]1OC(=CN1C=O)O,OC1=CN(C=O)C(=N)O1,N=C1OC=C(O1)NC=O,16,True,0.24324324324324326
CC1=CCC(=C(O1)[NH])N,CC1=CC=C(N)C(=N)O1,CC1=C(N)C=C(=N)O1,17,False,
CC1=CCC(=C(O1)[NH])O,CC1=CC=C(O)C(=N)O1,CC1=C(O)C(=CO)C(=C)O1,21,True,0.23529411764705882
NC1=NCC(=C(O1)[NH])C,CC1=CN=C(N)OC1=N,NC1=C(C=N)NC(C)=C1O,19,True,0.15384615384615385
OC1=NCC(=C(N1)[NH])C,CC1=CN=C(O)NC1=N,NC1=C(C=N)NC(C)=C1O,19,True,0.21621621621621623
OC1=NCC(=C(O1)[NH])C,CC1=CN=C(O)OC1=N,NC1=C(C=N)OC(=C)O1,18,True,0.07692307692307693
CC1=NCC(=C(O1)[NH])C,CC1=NC=C(C)C(=N)O1,CC1=C(N)C=C(=N)O1,17,False,
CC1=NCC(=C(O1)[NH])N,CC1=NC=C(N)C(=N)O1,NC1=C(C=N)NC(C)=C1O,19,True,0.15384615384615385
CC1=NCC(=C(N1)[NH])O,CC1=NC=C(O)C(=N)N1,NC1=C(C=N)NC(C)=C1O,19,True,0.21621621621621623
CC1=NCC(=C(O1)[NH])O,CC1=NC=C(O)C(=N)O1,NC1=C(C=N)OC(=C)O1,18,True,0.07692307692307693
NC1=C[CH]C(=O)[C](N1)N,NC1=CC=C([O-])C(=[NH2+])N1,NC1=C(C=N)N=C(C)O1,18,True,0.07894736842105263
[NH]C1=C(N)N=C[C@H](N1)O,NC1=NC=C(O)NC1=N,NC1=C(N)N=C(=N)N1,17,False,
OC1=NCC(=C(O1)[NH])O,OC1=NC=C(O)C(=N)O1,NC1=C(O)C(=N)OC(=N)O1,21,True,0.25806451612903225
CC1=NC(=C(NC1)[NH])O,CC1=CNC(=N)C(O)=N1,NC1=C(C=N)NC(C)=C1O,19,True,0.18421052631578946
CC1=COC(=C(C1)N)[NH],CC1=COC(=N)C(N)=C1,CC1=C(N)C=C(=N)O1,17,False,
CC1=COC(=C(C1)O)[NH],CC1=COC(=N)C(O)=C1,CC1=C(O)C(=CO)C(=C)O1,21,True,0.19444444444444445
OC1=NC(=C(NC1)[NH])C,CC1=NC(O)=CNC1=N,NC1=C(C=N)NC(C)=C1O,19,True,0.18421052631578946
O=C1[CH]NC(=C([CH]1)N)N,NC1=CC([O-])=CNC1=[NH2+],NC1=C(C=N)N=C(C)O1,18,True,0.07692307692307693
OC1=COC(=C(C1)N)[NH],NC1=CC(O)=COC1=N,NC1=C(C=N)OC(=C)O1,18,True,0.1388888888888889
NC1=COC(=C(C1)N)[NH],NC1=COC(=N)C(N)=C1,NC1=C(C=N)NC(C)=C1O,19,True,0.10526315789473684
NC1=COC(=C(C1)O)[NH],NC1=COC(=N)C(O)=C1,NC1=C(C=N)OC(=C)O1,18,True,0.1388888888888889
N[C]1NC=C([CH]C1=O)O,OC1=CNC(=[NH2+])C([O-])=C1,N=C1OC=C2=C(O1)C=N2,19,False,
OC1=NC(=C(NC1)[NH])O,OC1=CNC(=N)C(O)=N1,NC1=NC(=N)C(O)=C(O)O1,21,True,0.21212121212121213
OC1=COC(=C(C1)O)[NH],OC1=COC(=N)C(O)=C1,NC1=C(OC=C(O)C(=O)O1,20,False,
CC1=CN[C@@H](N1C=O)[NH],CC1=CNC(=N)N1C=O,CN1C=C(N)N=CC1=O,16,True,0.125
CC1=CO[C@H](N1C=O)[NH],CC1=COC(=N)N1C=O,N=C1N=C(C=O)C=C1CO,18,True,0.17073170731707318
O=CN1[C@@H]([NH])NC=C1N,NC1=CNC(=N)N1C=O,N=C1NC=NC(C=O)=N1,17,True,0.24324324324324326
O=CN1[C@@H]([NH])OC=C1N,NC1=COC(=N)N1C=O,N=C1N=C(O)N=CC1CO,17,True,0.09523809523809523
[NH][C@H]1NC=C(N1C=O)O,OC1=CNC(=N)N1C=O,N=C1N=C(O)N=C1CO,16,True,0.13513513513513514
[NH]C1=NC=C([C@@H](N1)N)N,NC1=C[N-]C(=N)[NH+]=C1N,CN1N=C(N)N=CC1=N,16,True,0.16666666666666666
CC1=C([NH])N[C@H](OC1)[NH],CC1=COC(=N)NC1=N,CC1=C(N)NC(=C)O1,16,True,0.14705882352941177
[NH][C@@H]1OCC(=C(N1)[NH])N,NC1=COC(=N)NC1=N,CC1=NC(=N)NC(=N)O1,18,True,0.21212121212121213
[NH]C1=C(O)CO[C@H](N1)[NH],OC1=COC(=N)NC1=N,NC1=C(N)OC(=N)O1,16,True,0.14285714285714285
O=C1[CH]OC=C([C]1N)C,CC1=COC=C([O-])C1=[NH2+],CC1=COC2=C(O)C1=N2,18,True,0.13513513513513514
[NH]C1=C(O)CNC=C1N,NC1=CNC=C(O)C1=N,N=C1N=C(C=N1)C=CO,17,True,0.13513513513513514
O=C1[CH]OC=C([C]1N)N,NC1=COC=C([O-])C1=[NH2+],N=C1OC=C2=C(O1)C=N2,19,False,
[NH]C1=C(O)CNC=C1O,OC1=CNC=C(O)C1=N,N=C1N=C(C=O)C=C1CO,18,True,0.14285714285714285
[NH]C1=CCN=C(N1C)O,CN1C(=N)C=CN=C1O,N=C1N=C(C=N1)C=CO,17,True,0.15789473684210525
C[C@@H]1N=CN=C(N1C)[NH],CN1C(=N)N=CN=C1C,CN1N=CC(=N)N=C1C,16,True,0.3225806451612903
[NH][C@H]1OC(=C(N1C)C)C,CN1C(=N)OC(C)=C1C,CC1CC(C)C1=NC(=N)O1,19,False,
[NH][C@H]1OC(=C(N1C)O)C,CN1C(=N)OC(C)=C1O,CC1C(N1C(=N)OC([NH3+])=C1,25,False,
[NH][C@@H]1OC(=C(N1C)C)N,CN1C(=N)OC(N)=C1C,CC1C(N)C(=N)N1C,15,True,0.22580645161290322
[NH][C@@H]1OC(=C(N1C)N)N,CN1C(=N)OC(N)=C1N,CN1N=C(N)N=C1C(=N)O,19,True,0.2
[NH][C@@H]1OC(=C(N1C)O)N,CN1C(=N)OC(N)=C1O,NC1=C(N)OC(=N)O1,16,True,0.32
[NH][C@@H]1OC(=C(N1C)C)O,CN1C(=N)OC(O)=C1C,CC1C(N1C([NH3+])C1C([O-])=O,27,False,
[NH][C@H]1OC(=C(N1C)N)O,CN1C(=N)OC(O)=C1N,NC1=C(N)OC(=N)O1,16,True,0.2692307692307692
[NH][C@H]1OC(=C(N1C)O)O,CN1C(=N)OC(O)=C1O,NC1=C(O)OC(=N)O1,16,True,0.2857142857142857
CN1[C@@H]([NH])OC=C1C#C,CN1C(=N)OC=C1C#C,N=C1NC(=C#C)O1C,15,False,
CN1[C@H]([NH])OC=C1C#N,CN1C(=N)OC=C1C#N,N=C1NC(=N1)C#C,14,True,0.1111111111111111
CN1[C@H]([NH])OC=C1C=O,CN1C(=N)OC=C1C=O,N=C1N=C(C=O)C=C1CO,18,True,0.2
[NH][C@@H]1OCC=C(N1C)[NH],CN1C(=N)OC=CC1=N,CCC1=C(N)NC(=N)O1,17,True,0.13513513513513514
[NH][C@@H]1OC=N[C@@H](N1C)[NH],CN1C(=N)OC=NC1=N,NC1=CNC(=N)N1C=O,16,True,0.1282051282051282
CN1C=C(O[C@H]1[NH])C#C,CN1C=C(OC1=N)C#C,N=C1NC(=C#C)O1C,15,False,
CN1C=C(O[C@@H]1[NH])C#N,CN1C=C(OC1=N)C#N,N=C1NC(=N1)C#C,14,True,0.1111111111111111
CN1C=C(O[C@H]1[NH])C=O,CN1C=C(OC1=N)C=O,N=C1N=C(C=O)C=C1CO,18,True,0.2
CC1=CN(C)CN=C1[NH],CN1C=NC(=N)C(C)=C1,CN1C=CN=C(C)C=C1=N,18,False,
CN1CN=C(C(=C1)N)[NH],CN1C=NC(=N)C(N)=C1,NC1=CNC(=N)C(C)=N1,18,True,0.2222222222222222
CN1CN=C(C(=C1)O)[NH],CN1C=NC(=N)C(O)=C1,NC1=C(C=N)NC(C)=C1O,19,True,0.1282051282051282
CN1C=CC(=N[C@H]1O)[NH],CN1C=CC(=N)N=C1O,N=C1N=C(C=N1)C=CO,17,True,0.15789473684210525
C[C@H]1N=C([NH])N=CN1C,CN1C=NC(=N)N=C1C,CN1N=CC=C(N)N=C1C,17,True,0.1891891891891892
CN1C=NC(=N[C@H]1O)[NH],CN1C=NC(=N)N=C1O,N=C1N=C(N1)C=NC(O)=C1,21,False,
C[C@H]1N=CN(C(=N1)[NH])C,CN1C=NC(C)=NC1=N,CC1=NC(=N)NC(C)=N1,18,True,0.25806451612903225
O[C@@H]1N=CN(C(=C1)[NH])C,CN1C=NC(O)=CC1=N,CC1=C(N)N=C(=C)O1,17,False,
CN1CN=C(N=C1[NH])O,CN1C=NC(O)=NC1=N,NC1=NC(=N)N=C(O)C1,18,True,0.16666666666666666
CN1C=CN([C@H]1[NH])C=O,CN1C=CN(C=O)C1=N,N=C1N=C(C=N1)C=CO,17,True,0.13157894736842105
OC1=C([NH])N(C=NC1)C,CN1C=NC=C(O)C1=N,NC1=C(C=N)NC(C)=C1O,19,True,0.125
C[C@H]1C[C@@H]2N1[C@@H]([NH])OC2,CC1CC2=COC(=N)N12,CC1C2CC1N=C2O,13,True,0.1282051282051282
C[C@H]1CN2[C@@H]1CO[C@@H]2[NH],CC1CN2C1=COC2=N,CN1C2C3C1C2C3N1C2,17,False,
[NH][C@H]1OC[C@H]2N1C[C@@H]2N,NC1CN2C1=COC2=N,N=C1NC2=CC(CC2)O1,17,True,0.17073170731707318
O[C@H]1CN2[C@@H]1CO[C@@H]2[NH],OC1CN2C1=COC2=N,N=C1OC2=CNC2C1,14,True,0.1794871794871795
C[N]C1=NCN(C=C1)C,CN=C1C=CN(C)C=N1,CN1N=CC=C2C1N=C2,16,True,0.18421052631578946
C[N]C1=NCN(C=N1)C,CN=C1N=CN(C)C=N1,NC1=CNC2=CN=C1N,15,False,
CN1CN=CN=C1[N]C,CN=C1N=CN=CN1C,N=C1NN=CN=CC2C1CN12,19,False,
C[N]C1=N[C@@H](NC=C1)O,CN=C1C=CNC(O)=N1,CC1=C(N)N=CNC1=O,16,True,0.15384615384615385
CN=c1ccoc(n1)O,CN=C1C=COC(O)=N1,NC1=C(C=N)OC=C1)C=N,19,False,
C[N]C1=N[C@@H](NC=N1)C,CN=C1N=CNC(C)=N1,CN1N=CC=C(N)N=C1,16,True,0.1
C[N]C1=NC=N[C@@H](N1)N,CN=C1N=C[N-]C(N)=[NH+]1,NC1=NC(=N)N=CN1,15,True,0.16216216216216217
C[N]C1=N[C@@H](O)NC=N1,CN=C1N=CNC(O)=N1,N=C1NC=C(N1)C=N,15,True,0.10526315789473684
C[N]C1=N[C@@H](N)OC=N1,CN=C1N=COC(N)=N1,N=C1NC=C(N1)C=N,15,True,0.05
CN=c1ccocc1O,CN=C1C=COC=C1O,N=C1OC=C=CC1C=CO2,17,False,
C[N]C1=NCNC=C1N,CN=C1N=CNC=C1N,N=C1NN=CN=CC2C1CN12,19,False,
C[N]C1=NCNC=C1O,CN=C1N=CNC=C1O,N=C1N=CN=CC2=C1C(O2)C=N1,24,False,
CN=C1C=CO[C@H](N1)[NH],CN=C1NC(=N)OC=C1,N=C1N=C(C=N1)C=CO,17,True,0.0975609756097561
C[N]C1=NC=N[C@@H](N1)C,CN=C1NC(C)=NC=N1,CN1N=CC=C(N)N=C1,16,True,0.13157894736842105
C[N]C1=NC=N[C@@H](O1)C,CN=C1OC(C)=NC=N1,CC1=C(N)N=CNC1=O,16,True,0.16216216216216217
C[N]C1=CCC=C(O1)O,CN=C1OC(O)=CC=C1,CC1=COC2=C(OC1)C(=N)O2,22,True,0.09523809523809523
